"#abaestuo, abaestuare, abaestuavi, abaestuatus  V (1st) INTRANS                                      [DXXFS] :: wave down; hang down richly (poet.);"
"#abalieno, abalienare, abalienavi, abalienatus  V (1st) TRANS                                        [XXXBS] :: make alien; separate, abstract; alienate, estrange, make disaffected;"
"#abalieno, abalienare, abalienavi, abalienatus  V (1st) TRANS                                        [XXXBO] :: |transfer (sale/contract); remove, take away, dispose of; numb/deaden;"
"#abambulo, abambulare, abambulavi, abambulatus  V (1st) INTRANS                                      [XXXFO] :: go away;"
"#abbatizo, abbatizare, -, -  V (1st) INTRANS                                                         [FEXFM] :: be abbot;"
"#abbrevio, abbreviare, abbreviavi, abbreviatus  V (1st) TRANS                                        [EXXCE] :: shorten, cut off; abbreviate, abstract; epitomize (Souter); break off; weaken;"
"#abdico, abdicare, abdicavi, abdicatus  V (1st) TRANS                                                [XLXBO] :: resign, abdicate; abolish; disinherit; renounce, reject, expel, disapprove of;"
"#abequito, abequitare, abequitavi, abequitatus  V (1st) INTRANS                                      [XXXEO] :: ride away;"
"#aberro, aberrare, aberravi, aberratus  V (1st) INTRANS                                              [XXXBO] :: stray, wander, deviate; go/be/do wrong; be unfaithful; escape; disagree (with);"
"#abito, abitare, abitavi, abitatus  V (1st) INTRANS                                                  [XXXFC] :: go away, depart;"
"#abjecto, abjectare, abjectavi, abjectatus  V (1st) TRANS                                            [FXXCV] :: throw/cast away/down/aside; abandon; slight; humble; debase; sell too cheaply;"
"#abjudico, abjudicare, abjudicavi, abjudicatus  V (1st) TRANS                                        [XLXCO] :: deprive by judicial verdict; give judgment against; reject; deny an oath;"
"#abjugo, abjugare, abjugavi, abjugatus  V (1st) TRANS                                                [XXXES] :: separate (from), remove; loose from the yoke;"
"#abjurgo, abjurgare, abjurgavi, abjurgatus  V (1st) TRANS                                            [XLXEO] :: take away in settlement of a quarrel; deny/refuse reproachfully (L+S);"
"#abjuro, abjurare, abjuravi, abjuratus  V (1st) TRANS                                                [XLXCO] :: repudiate (obligation or duty); deny on oath (falsely); abjure; perjure;"
"#ablacto, ablactare, ablactavi, ablactatus  V (1st) INTRANS                                          [EXXCE] :: wean;"
